nome_inct,tipo_producao,periodo,n_tipos_producao
INCT de Investigação em Imunologia,Trabalho Em Eventos,2010-2015,587
INCT de Investigação em Imunologia,Trabalho Em Eventos,2015-2020,271
INCT de Investigação em Imunologia,Trabalho Em Eventos,2020-2025,53
INCT de Investigação em Imunologia,Traducao,2010-2015,3
INCT de Madeiras da Amazônia,Artigo Aceito Para Publicacao,2010-2015,11
INCT de Madeiras da Amazônia,Artigo Aceito Para Publicacao,2015-2020,19
INCT de Madeiras da Amazônia,Artigo Aceito Para Publicacao,2020-2025,13
INCT de Madeiras da Amazônia,Artigo Publicado,2010-2015,1193
INCT de Madeiras da Amazônia,Artigo Publicado,2015-2020,1200
INCT de Madeiras da Amazônia,Artigo Publicado,2020-2025,800
INCT de Madeiras da Amazônia,Capitulo De Livro Publicado,2010-2015,142
INCT de Madeiras da Amazônia,Capitulo De Livro Publicado,2015-2020,81
INCT de Madeiras da Amazônia,Capitulo De Livro Publicado,2020-2025,80
INCT de Madeiras da Amazônia,Livro Publicado Ou Organizado,2010-2015,52
INCT de Madeiras da Amazônia,Livro Publicado Ou Organizado,2015-2020,23
INCT de Madeiras da Amazônia,Livro Publicado Ou Organizado,2020-2025,20
INCT de Madeiras da Amazônia,Outra Producao Bibliografica,2010-2015,12
INCT de Madeiras da Amazônia,Outra Producao Bibliografica,2015-2020,3
INCT de Madeiras da Amazônia,Outra Producao Bibliografica,2020-2025,5
INCT de Madeiras da Amazônia,Prefacio Posfacio,2010-2015,2
INCT de Madeiras da Amazônia,Prefacio Posfacio,2020-2025,1
INCT de Madeiras da Amazônia,Texto Em Jornal Ou Revista,2010-2015,36
INCT de Madeiras da Amazônia,Texto Em Jornal Ou Revista,2015-2020,7
INCT de Madeiras da Amazônia,Texto Em Jornal Ou Revista,2020-2025,1
INCT de Madeiras da Amazônia,Trabalho Em Eventos,2010-2015,1226
INCT de Madeiras da Amazônia,Trabalho Em Eventos,2015-2020,399
INCT de Madeiras da Amazônia,Trabalho Em Eventos,2020-2025,202
INCT de Matemática,Artigo Aceito Para Publicacao,2010-2015,28
INCT de Matemática,Artigo Aceito Para Publicacao,2015-2020,65
INCT de Matemática,Artigo Aceito Para Publicacao,2020-2025,262
INCT de Matemática,Artigo Aceito Para Publicacao,Fora dos períodos,4
INCT de Matemática,Artigo Publicado,2010-2015,5427
INCT de Matemática,Artigo Publicado,2015-2020,5146
INCT de Matemática,Artigo Publicado,2020-2025,4135
INCT de Matemática,Capitulo De Livro Publicado,2010-2015,247
INCT de Matemática,Capitulo De Livro Publicado,2015-2020,288
INCT de Matemática,Capitulo De Livro Publicado,2020-2025,172
INCT de Matemática,Livro Publicado Ou Organizado,2010-2015,254
INCT de Matemática,Livro Publicado Ou Organizado,2015-2020,157
INCT de Matemática,Livro Publicado Ou Organizado,2020-2025,134
INCT de Matemática,Outra Producao Bibliografica,2010-2015,329
INCT de Matemática,Outra Producao Bibliografica,2015-2020,193
INCT de Matemática,Outra Producao Bibliografica,2020-2025,387
INCT de Matemática,Prefacio Posfacio,2010-2015,15
INCT de Matemática,Prefacio Posfacio,2015-2020,33
INCT de Matemática,Prefacio Posfacio,2020-2025,13
INCT de Matemática,Texto Em Jornal Ou Revista,2010-2015,57
INCT de Matemática,Texto Em Jornal Ou Revista,2015-2020,257
INCT de Matemática,Texto Em Jornal Ou Revista,2020-2025,184
INCT de Matemática,Trabalho Em Eventos,2010-2015,2856
INCT de Matemática,Trabalho Em Eventos,2015-2020,1574
INCT de Matemática,Trabalho Em Eventos,2020-2025,865
INCT de Matemática,Traducao,2010-2015,11
INCT de Matemática,Traducao,2015-2020,4
INCT de Matemática,Traducao,2020-2025,2
INCT de Nanomateriais de Carbono,Artigo Aceito Para Publicacao,2010-2015,1
INCT de Nanomateriais de Carbono,Artigo Aceito Para Publicacao,2020-2025,17
INCT de Nanomateriais de Carbono,Artigo Publicado,2010-2015,1817
INCT de Nanomateriais de Carbono,Artigo Publicado,2015-2020,2024
INCT de Nanomateriais de Carbono,Artigo Publicado,2020-2025,1631
INCT de Nanomateriais de Carbono,Capitulo De Livro Publicado,2010-2015,85
INCT de Nanomateriais de Carbono,Capitulo De Livro Publicado,2015-2020,56
INCT de Nanomateriais de Carbono,Capitulo De Livro Publicado,2020-2025,65
INCT de Nanomateriais de Carbono,Livro Publicado Ou Organizado,2010-2015,13
INCT de Nanomateriais de Carbono,Livro Publicado Ou Organizado,2015-2020,15
INCT de Nanomateriais de Carbono,Livro Publicado Ou Organizado,2020-2025,9
INCT de Nanomateriais de Carbono,Outra Producao Bibliografica,2010-2015,3
INCT de Nanomateriais de Carbono,Outra Producao Bibliografica,2015-2020,5
INCT de Nanomateriais de Carbono,Outra Producao Bibliografica,2020-2025,5
INCT de Nanomateriais de Carbono,Prefacio Posfacio,2010-2015,3
INCT de Nanomateriais de Carbono,Prefacio Posfacio,2015-2020,3
INCT de Nanomateriais de Carbono,Prefacio Posfacio,2020-2025,1
INCT de Nanomateriais de Carbono,Texto Em Jornal Ou Revista,2010-2015,29
INCT de Nanomateriais de Carbono,Texto Em Jornal Ou Revista,2015-2020,53
INCT de Nanomateriais de Carbono,Texto Em Jornal Ou Revista,2020-2025,38
INCT de Nanomateriais de Carbono,Trabalho Em Eventos,2010-2015,1892
INCT de Nanomateriais de Carbono,Trabalho Em Eventos,2015-2020,1145
INCT de Nanomateriais de Carbono,Trabalho Em Eventos,2020-2025,522
INCT de Nanomateriais de Carbono,Traducao,2015-2020,1
INCT de Neurociência Translacional,Artigo Aceito Para Publicacao,2010-2015,4
INCT de Neurociência Translacional,Artigo Aceito Para Publicacao,2015-2020,8
INCT de Neurociência Translacional,Artigo Aceito Para Publicacao,2020-2025,39
INCT de Neurociência Translacional,Artigo Publicado,2010-2015,2618
INCT de Neurociência Translacional,Artigo Publicado,2015-2020,2270
INCT de Neurociência Translacional,Artigo Publicado,2020-2025,1915
INCT de Neurociência Translacional,Capitulo De Livro Publicado,2010-2015,235
INCT de Neurociência Translacional,Capitulo De Livro Publicado,2015-2020,136
INCT de Neurociência Translacional,Capitulo De Livro Publicado,2020-2025,156
INCT de Neurociência Translacional,Livro Publicado Ou Organizado,2010-2015,30
INCT de Neurociência Translacional,Livro Publicado Ou Organizado,2015-2020,18
INCT de Neurociência Translacional,Livro Publicado Ou Organizado,2020-2025,50
INCT de Neurociência Translacional,Outra Producao Bibliografica,2010-2015,40
INCT de Neurociência Translacional,Outra Producao Bibliografica,2015-2020,22
INCT de Neurociência Translacional,Outra Producao Bibliografica,2020-2025,36
INCT de Neurociência Translacional,Prefacio Posfacio,2010-2015,4
INCT de Neurociência Translacional,Prefacio Posfacio,2020-2025,2
INCT de Neurociência Translacional,Texto Em Jornal Ou Revista,2010-2015,217
INCT de Neurociência Translacional,Texto Em Jornal Ou Revista,2015-2020,118
INCT de Neurociência Translacional,Texto Em Jornal Ou Revista,2020-2025,150
INCT de Neurociência Translacional,Trabalho Em Eventos,2010-2015,2113
INCT de Neurociência Translacional,Trabalho Em Eventos,2015-2020,819
INCT de Neurociência Translacional,Trabalho Em Eventos,2020-2025,505
INCT de Neurociência Translacional,Traducao,2010-2015,1
INCT de Neurociência Translacional,Traducao,2015-2020,3
INCT de Obesidade e Diabetes,Artigo Aceito Para Publicacao,2015-2020,2
INCT de Obesidade e Diabetes,Artigo Aceito Para Publicacao,2020-2025,12
INCT de Obesidade e Diabetes,Artigo Publicado,2010-2015,1215
INCT de Obesidade e Diabetes,Artigo Publicado,2015-2020,1087
INCT de Obesidade e Diabetes,Artigo Publicado,2020-2025,959
INCT de Obesidade e Diabetes,Capitulo De Livro Publicado,2010-2015,158
INCT de Obesidade e Diabetes,Capitulo De Livro Publicado,2015-2020,93
INCT de Obesidade e Diabetes,Capitulo De Livro Publicado,2020-2025,68
INCT de Obesidade e Diabetes,Livro Publicado Ou Organizado,2010-2015,27
INCT de Obesidade e Diabetes,Livro Publicado Ou Organizado,2015-2020,9
INCT de Obesidade e Diabetes,Livro Publicado Ou Organizado,2020-2025,11
INCT de Obesidade e Diabetes,Outra Producao Bibliografica,2010-2015,18
INCT de Obesidade e Diabetes,Outra Producao Bibliografica,2015-2020,9
INCT de Obesidade e Diabetes,Outra Producao Bibliografica,2020-2025,16
INCT de Obesidade e Diabetes,Prefacio Posfacio,2015-2020,2
INCT de Obesidade e Diabetes,Texto Em Jornal Ou Revista,2010-2015,34
INCT de Obesidade e Diabetes,Texto Em Jornal Ou Revista,2015-2020,35
INCT de Obesidade e Diabetes,Texto Em Jornal Ou Revista,2020-2025,14
INCT de Obesidade e Diabetes,Trabalho Em Eventos,2010-2015,933
INCT de Obesidade e Diabetes,Trabalho Em Eventos,2015-2020,466
INCT de Obesidade e Diabetes,Trabalho Em Eventos,2020-2025,341
INCT de Oncogenômica e Inovação Terapêutica,Artigo Aceito Para Publicacao,2010-2015,5
INCT de Oncogenômica e Inovação Terapêutica,Artigo Aceito Para Publicacao,2015-2020,9
INCT de Oncogenômica e Inovação Terapêutica,Artigo Aceito Para Publicacao,2020-2025,36
INCT de Oncogenômica e Inovação Terapêutica,Artigo Publicado,2010-2015,1996
INCT de Oncogenômica e Inovação Terapêutica,Artigo Publicado,2015-2020,2482
INCT de Oncogenômica e Inovação Terapêutica,Artigo Publicado,2020-2025,1744
INCT de Oncogenômica e Inovação Terapêutica,Capitulo De Livro Publicado,2010-2015,128
INCT de Oncogenômica e Inovação Terapêutica,Capitulo De Livro Publicado,2015-2020,84
INCT de Oncogenômica e Inovação Terapêutica,Capitulo De Livro Publicado,2020-2025,88
INCT de Oncogenômica e Inovação Terapêutica,Livro Publicado Ou Organizado,2010-2015,21
INCT de Oncogenômica e Inovação Terapêutica,Livro Publicado Ou Organizado,2015-2020,10
INCT de Oncogenômica e Inovação Terapêutica,Livro Publicado Ou Organizado,2020-2025,14
INCT de Oncogenômica e Inovação Terapêutica,Outra Producao Bibliografica,2010-2015,46
INCT de Oncogenômica e Inovação Terapêutica,Outra Producao Bibliografica,2015-2020,14
INCT de Oncogenômica e Inovação Terapêutica,Outra Producao Bibliografica,2020-2025,9
INCT de Oncogenômica e Inovação Terapêutica,Prefacio Posfacio,2015-2020,1
INCT de Oncogenômica e Inovação Terapêutica,Texto Em Jornal Ou Revista,2010-2015,162
INCT de Oncogenômica e Inovação Terapêutica,Texto Em Jornal Ou Revista,2015-2020,54
INCT de Oncogenômica e Inovação Terapêutica,Texto Em Jornal Ou Revista,2020-2025,35
INCT de Oncogenômica e Inovação Terapêutica,Trabalho Em Eventos,2010-2015,1842
INCT de Oncogenômica e Inovação Terapêutica,Trabalho Em Eventos,2015-2020,766
INCT de Oncogenômica e Inovação Terapêutica,Trabalho Em Eventos,2020-2025,342
INCT de Oncogenômica e Inovação Terapêutica,Traducao,2010-2015,1
INCT de Oncogenômica e Inovação Terapêutica,Traducao,2015-2020,4
INCT de Pesquisa em Resistência a Antimicrobianos,Artigo Aceito Para Publicacao,2020-2025,11
INCT de Pesquisa em Resistência a Antimicrobianos,Artigo Publicado,2010-2015,453
INCT de Pesquisa em Resistência a Antimicrobianos,Artigo Publicado,2015-2020,482
INCT de Pesquisa em Resistência a Antimicrobianos,Artigo Publicado,2020-2025,457
INCT de Pesquisa em Resistência a Antimicrobianos,Capitulo De Livro Publicado,2010-2015,63
INCT de Pesquisa em Resistência a Antimicrobianos,Capitulo De Livro Publicado,2015-2020,13
INCT de Pesquisa em Resistência a Antimicrobianos,Capitulo De Livro Publicado,2020-2025,21
INCT de Pesquisa em Resistência a Antimicrobianos,Livro Publicado Ou Organizado,2010-2015,10
INCT de Pesquisa em Resistência a Antimicrobianos,Livro Publicado Ou Organizado,2015-2020,2
INCT de Pesquisa em Resistência a Antimicrobianos,Livro Publicado Ou Organizado,2020-2025,1
INCT de Pesquisa em Resistência a Antimicrobianos,Outra Producao Bibliografica,2010-2015,4
INCT de Pesquisa em Resistência a Antimicrobianos,Outra Producao Bibliografica,2015-2020,7
INCT de Pesquisa em Resistência a Antimicrobianos,Outra Producao Bibliografica,2020-2025,3
INCT de Pesquisa em Resistência a Antimicrobianos,Prefacio Posfacio,2010-2015,1
INCT de Pesquisa em Resistência a Antimicrobianos,Texto Em Jornal Ou Revista,2010-2015,6
INCT de Pesquisa em Resistência a Antimicrobianos,Texto Em Jornal Ou Revista,2015-2020,9
INCT de Pesquisa em Resistência a Antimicrobianos,Texto Em Jornal Ou Revista,2020-2025,2
INCT de Pesquisa em Resistência a Antimicrobianos,Trabalho Em Eventos,2010-2015,363
INCT de Pesquisa em Resistência a Antimicrobianos,Trabalho Em Eventos,2015-2020,151
INCT de Pesquisa em Resistência a Antimicrobianos,Trabalho Em Eventos,2020-2025,66
INCT de Pesquisa em Resistência a Antimicrobianos,Traducao,2010-2015,3
INCT de Pesquisa em Resistência a Antimicrobianos,Traducao,2015-2020,5
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Artigo Aceito Para Publicacao,2010-2015,1
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Artigo Aceito Para Publicacao,2015-2020,1
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Artigo Aceito Para Publicacao,2020-2025,16
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Artigo Publicado,2010-2015,590
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Artigo Publicado,2015-2020,586
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Artigo Publicado,2020-2025,411
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Capitulo De Livro Publicado,2010-2015,480
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Capitulo De Livro Publicado,2015-2020,440
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Capitulo De Livro Publicado,2020-2025,273
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Livro Publicado Ou Organizado,2010-2015,98
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Livro Publicado Ou Organizado,2015-2020,103
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Livro Publicado Ou Organizado,2020-2025,79
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Outra Producao Bibliografica,2010-2015,134
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Outra Producao Bibliografica,2015-2020,56
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Outra Producao Bibliografica,2020-2025,94
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Prefacio Posfacio,2010-2015,29
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Prefacio Posfacio,2015-2020,30
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Prefacio Posfacio,2020-2025,26
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Texto Em Jornal Ou Revista,2010-2015,228
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Texto Em Jornal Ou Revista,2015-2020,196
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Texto Em Jornal Ou Revista,2020-2025,119
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Trabalho Em Eventos,2010-2015,737
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Trabalho Em Eventos,2015-2020,434
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Trabalho Em Eventos,2020-2025,166
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Traducao,2010-2015,2
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Traducao,2015-2020,2
"INCT de Políticas Públicas, Estratégias e Desenvolvimento",Traducao,2020-2025,1
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Artigo Aceito Para Publicacao,2010-2015,18
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Artigo Aceito Para Publicacao,2015-2020,25
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Artigo Aceito Para Publicacao,2020-2025,43
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Artigo Publicado,2010-2015,2303
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Artigo Publicado,2015-2020,2483
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Artigo Publicado,2020-2025,1659
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Capitulo De Livro Publicado,2010-2015,397
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Capitulo De Livro Publicado,2015-2020,188
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Capitulo De Livro Publicado,2020-2025,159
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Livro Publicado Ou Organizado,2010-2015,63
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Livro Publicado Ou Organizado,2015-2020,35
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Livro Publicado Ou Organizado,2020-2025,35
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Outra Producao Bibliografica,2010-2015,26
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Outra Producao Bibliografica,2015-2020,15
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Outra Producao Bibliografica,2020-2025,2
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Prefacio Posfacio,2010-2015,4
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Prefacio Posfacio,2015-2020,4
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Prefacio Posfacio,2020-2025,6
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Texto Em Jornal Ou Revista,2010-2015,88
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Texto Em Jornal Ou Revista,2015-2020,104
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Texto Em Jornal Ou Revista,2020-2025,11
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Trabalho Em Eventos,2010-2015,1354
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Trabalho Em Eventos,2015-2020,667
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Trabalho Em Eventos,2020-2025,221
INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Traducao,2010-2015,1
INCT de Semioquímicos na Agricultura,Artigo Aceito Para Publicacao,2020-2025,2
INCT de Semioquímicos na Agricultura,Artigo Publicado,2010-2015,269
